연번,공공데이터 서비스명,"서비스
유형",요청인자,,출력항목,
55,수거검사 계획 및 실적 관련 현황,OPEN API,,,TKAWYSPCI_TYPECD_NM,검체구분
55,수거검사 계획 및 실적 관련 현황,OPEN API,,,EXC_INSTT_NM,수행기관명
56,수산물 수입업체 현황 정보,OPEN API,keyid,인증키,ENTRPS_KOR_NM,업체한글명
56,수산물 수입업체 현황 정보,OPEN API,serviceId,서비스명,BSN_PRMS_NO_1,영업허가번호
56,수산물 수입업체 현황 정보,OPEN API,dataType,요청파일 타입,INDUTY_CD_NM,업종코드명
56,수산물 수입업체 현황 정보,OPEN API,startidx,요청시작위치,PRSDNT_KOR_NM,대표자명
56,수산물 수입업체 현황 정보,OPEN API,endIdx,요청종료위치,RM,비고
56,수산물 수입업체 현황 정보,OPEN API,CHNG_DT,변경일자,ADDR,주소
57,수산물 표시단속정보,OPEN API,keyid,인증키,ORGNP_DVS_NM,원산지구분
57,수산물 표시단속정보,OPEN API,serviceId,서비스명,INSTT_NM,단속기관명
57,수산물 표시단속정보,OPEN API,dataType,요청파일 타입,DISCL_DTM,단속일자
57,수산물 표시단속정보,OPEN API,startidx,요청시작위치,VILT_ENTRPS_RELS_DT,위반업체해제일자
57,수산물 표시단속정보,OPEN API,endIdx,요청종료위치,VILT_ENTRPS_RELS_YN,위반업체해제여부
57,수산물 표시단속정보,OPEN API,DISCL_DTM,단속일자(YYYYMMDD),CTPRVN_NM,주소
57,수산물 표시단속정보,OPEN API,,,BIZCND_DVS_NM,업태
57,수산물 표시단속정보,OPEN API,,,MPRC_DVS_NM,수산물구분
57,수산물 표시단속정보,OPEN API,,,VILT_MATR_DVS_NM,위반사항구분
57,수산물 표시단속정보,OPEN API,,,ENTRPS_NM,업체명
58,수산물 해외등록시설정보,OPEN API,keyid,인증키,POSTPNE_BGN_DT,유예시작일자
58,수산물 해외등록시설정보,OPEN API,serviceId,서비스명,STATS_DVS,상태구분
58,수산물 해외등록시설정보,OPEN API,dataType,요청파일 타입,APPLC_DT,적용일자
58,수산물 해외등록시설정보,OPEN API,startidx,요청시작위치,ADDR_PRDT,주소제품
58,수산물 해외등록시설정보,OPEN API,endIdx,요청종료위치,ENTRPS_ADDR,업체주소
58,수산물 해외등록시설정보,OPEN API,,,NLTY_NM,국적명
58,수산물 해외등록시설정보,OPEN API,,,KND_CD_NM,종류코드명
58,수산물 해외등록시설정보,OPEN API,,,ENTRPS_NM,업체명
58,수산물 해외등록시설정보,OPEN API,,,RM,비고
58,수산물 해외등록시설정보,OPEN API,,,CANCL_DT,취소일자
58,수산물 해외등록시설정보,OPEN API,,,POSTPNE_RELS_DT,유예해제일자
58,수산물 해외등록시설정보,OPEN API,,,POSTPNE_END_DT,유예종료일자
58,수산물 해외등록시설정보,OPEN API,,,REG_NO,등록번호
59,수산물이력정보-기본정보,OPEN API,keyid,인증키,ADDR,주소
59,수산물이력정보-기본정보,OPEN API,serviceId,서비스명,TELNO,전화번호
59,수산물이력정보-기본정보,OPEN API,dataType,요청파일 타입,ENTRPS_NM,업소명
59,수산물이력정보-기본정보,OPEN API,startidx,요청시작위치,PRDLST_GROUP_DVS_NM,품목
59,수산물이력정보-기본정보,OPEN API,endIdx,요청종료위치,GOODS_NM,상품명
59,수산물이력정보-기본정보,OPEN API,,,HIST_TRACE_REG_NO,이력추적등록번호
60,수산물이력정보-생산정보,OPEN API,keyid,인증키,PRDLST_GROUP_DVS_NM,품목
60,수산물이력정보-생산정보,OPEN API,serviceId,서비스명,GOODS_NM,상품명
60,수산물이력정보-생산정보,OPEN API,dataType,요청파일 타입,LOTNO_WRHOUSNG,로트번호입고
60,수산물이력정보-생산정보,OPEN API,startidx,요청시작위치,PHHGH_UNIT_CD_NM,입고단위
60,수산물이력정보-생산정보,OPEN API,endIdx,요청종료위치,WRHOUSNG_QTY,입고수량
60,수산물이력정보-생산정보,OPEN API,CHNG_DT,변경일자,WRHOUSNG_DT,입고일자
60,수산물이력정보-생산정보,OPEN API,,,SETT_QTY,입식수량
60,수산물이력정보-생산정보,OPEN API,,,HIST_TRACE_REG_NO,이력추적등록번호
61,수산물이력정보-출하정보,OPEN API,keyid,인증키,RELES_DVS_NM,출고구분
61,수산물이력정보-출하정보,OPEN API,serviceId,서비스명,PRDLST_GROUP_DVS_NM,품목
61,수산물이력정보-출하정보,OPEN API,dataType,요청파일 타입,LOTNO_WRHOUSNG,로트번호입고
61,수산물이력정보-출하정보,OPEN API,startidx,요청시작위치,LOTNO_RELES,로트번호출고
61,수산물이력정보-출하정보,OPEN API,endIdx,요청종료위치,RELES_UNIT_NM,출고단위
61,수산물이력정보-출하정보,OPEN API,CHNG_DT,변경일자,RELES_QTY,출고수량
61,수산물이력정보-출하정보,OPEN API,,,RELES_DT,출고일자
61,수산물이력정보-출하정보,OPEN API,,,PRDCTN_QTY,생산수량
61,수산물이력정보-출하정보,OPEN API,,,PRDCTN_DT,생산일자
61,수산물이력정보-출하정보,OPEN API,,,HIST_TRACE_REG_NO,이력추적등록번호
62,수입쇠고기 냉동전환 정보,OPEN API,keyid,인증키,FRESH_DISTB_TMLMT_BGN_DT,냉장유통/소비기한 시작일자
62,수입쇠고기 냉동전환 정보,OPEN API,serviceId,서비스명,FREEZING_CNVRS_WT,전환중량(KG)
62,수입쇠고기 냉동전환 정보,OPEN API,dataType,요청파일 타입,FREEZING_CNVRS_QTY,전환수량(BOX)
62,수입쇠고기 냉동전환 정보,OPEN API,startidx,요청시작위치,PRDLST_NM,품명(한글)
62,수입쇠고기 냉동전환 정보,OPEN API,endIdx,요청종료위치,APLC_DTM,신고일
62,수입쇠고기 냉동전환 정보,OPEN API,MEATWATCH_NO,이력번호,BSSH_NM,수입업체명
62,수입쇠고기 냉동전환 정보,OPEN API,HIST_NO,수입신고확인증번호,ORGNP_NM,원산지
62,수입쇠고기 냉동전환 정보,OPEN API,ACCEPT_NO,축산물수입신고필증번호,HIST_NO,수입신고확인증번호
62,수입쇠고기 냉동전환 정보,OPEN API,,,ACCEPT_NO,축산물수입신고필증번호
62,수입쇠고기 냉동전환 정보,OPEN API,,,FREEZING_DISTB_TMLMT_DT,냉동전환 후 유통/소비기한
62,수입쇠고기 냉동전환 정보,OPEN API,,,FREEZING_CNVRS_PREARNGE_DT,냉동전환 완료일
62,수입쇠고기 냉동전환 정보,OPEN API,,,FREEZING_CNVRS_OPRTN_DT,냉동전환 실시일
62,수입쇠고기 냉동전환 정보,OPEN API,,,FRESH_DISTB_TMLMT_DT,냉장유통/소비기한 만료일자
62,수입쇠고기 냉동전환 정보,OPEN API,,,MEATWATCH_NO,이력번호
63,수입쇠고기 유통이력정보,OPEN API,keyid,인증키,EXCOURY_PRCSS_BGN_DT,수출국가공시작일자
63,수입쇠고기 유통이력정보,OPEN API,serviceId,서비스명,EXCOURY_PRCSS_PLC_NM,수출국가공장소명
63,수입쇠고기 유통이력정보,OPEN API,dataType,요청파일 타입,EXCOURY_SLAU_END_DT,수출국도축종료일자
63,수입쇠고기 유통이력정보,OPEN API,startidx,요청시작위치,EXCOURY_SLAU_BGN_DT,수출국도축시작일자
63,수입쇠고기 유통이력정보,OPEN API,endIdx,요청종료위치,EXCOURY_SLAU_PLC_NM,수출국도축장소명
63,수입쇠고기 유통이력정보,OPEN API,CHNG_DT,변경일자,ORGNP_NATN_NM,원산지국가명
63,수입쇠고기 유통이력정보,OPEN API,INCM_ST_DT,수입일자시작범위(YYYYMMDD),INCM_BEEF_PRDLST_NM,수입쇠고기품목명
63,수입쇠고기 유통이력정보,OPEN API,INCM_END_DT,수입일자종료범위(YYYYMMDD),BL_NO,선하증권번호
63,수입쇠고기 유통이력정보,OPEN API,,,REGN_NM,부위명
63,수입쇠고기 유통이력정보,OPEN API,,,INCM_DT,수입일자
63,수입쇠고기 유통이력정보,OPEN API,,,INCM_ENTRPS_NM,수입업체명
63,수입쇠고기 유통이력정보,OPEN API,,,XPORT_ENTRPS_NM,수출업체명
63,수입쇠고기 유통이력정보,OPEN API,,,EXCOURY_PRCSS_END_DT,수출국가공종료일자
64,수입식품등영업신고대장,OPEN API,keyid,인증키,TELNO,전화번호
64,수입식품등영업신고대장,OPEN API,serviceId,서비스명,INSTT_NM,기관명
64,수입식품등영업신고대장,OPEN API,dataType,요청파일 타입,LOCP_ADDR,주소
64,수입식품등영업신고대장,OPEN API,startidx,요청시작위치,PRMS_DT,허가일자
64,수입식품등영업신고대장,OPEN API,endIdx,요청종료위치,INDUTY_NM,업종
64,수입식품등영업신고대장,OPEN API,CHNG_DT,변경일자,PRSDNT_NM,대표자명
64,수입식품등영업신고대장,OPEN API,LCNS_NO,인허가번호,BSSH_NM,업소명
64,수입식품등영업신고대장,OPEN API,,,LCNS_NO,인허가번호
65,수입식품업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
65,수입식품업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
65,수입식품업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
65,수입식품업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
65,수입식품업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
65,수입식품업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
65,수입식품업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
65,수입식품업 폐업정보,OPEN API,,,BSSH_NM,업소명
65,수입식품업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
66,수입축산물 냉동전환 정보,OPEN API,keyid,인증키,FREEZING_CNVRS_WT,전환중량(KG)
66,수입축산물 냉동전환 정보,OPEN API,serviceId,서비스명,FREEZING_CNVRS_QTY,전환수량(BOX)
66,수입축산물 냉동전환 정보,OPEN API,dataType,요청파일 타입,PRDLST_NM,품명(한글)
66,수입축산물 냉동전환 정보,OPEN API,startidx,요청시작위치,APLC_DTM,신고일
66,수입축산물 냉동전환 정보,OPEN API,endIdx,요청종료위치,BSSH_NM,수입업체명
66,수입축산물 냉동전환 정보,OPEN API,MEATWATCH_NO,이력번호,ORGNP_NM,원산지
66,수입축산물 냉동전환 정보,OPEN API,ACCEPT_NO,축산물수입신고필증번호,HIST_NO,수입신고확인증번호
66,수입축산물 냉동전환 정보,OPEN API,HIST_NO,수입신고확인증번호,ACCEPT_NO,축산물수입신고필증번호
66,수입축산물 냉동전환 정보,OPEN API,,,FREEZING_DISTB_TMLMT_DT,냉동전환 후 유통/소비기한
66,수입축산물 냉동전환 정보,OPEN API,,,FREEZING_CNVRS_PREARNGE_DT,냉동전환 완료일
66,수입축산물 냉동전환 정보,OPEN API,,,FREEZING_CNVRS_OPRTN_DT,냉동전환 실시일
66,수입축산물 냉동전환 정보,OPEN API,,,FRESH_DISTB_TMLMT_DT,냉장유통/소비기한 만료일자
66,수입축산물 냉동전환 정보,OPEN API,,,FRESH_DISTB_TMLMT_BGN_DT,냉장유통/소비기한 시작일자
66,수입축산물 냉동전환 정보,OPEN API,,,MEATWATCH_NO,이력번호
67,시약정보,OPEN API,keyid,인증키,VALD_TERM,유효기간
67,시약정보,OPEN API,serviceId,서비스명,PUREDO,순도
67,시약정보,OPEN API,dataType,요청파일 타입,STATS_NO,상태
67,시약정보,OPEN API,startidx,요청시작위치,CTPRVNACCTO_INTD_NO,시도별 지방청
67,시약정보,OPEN API,endIdx,요청종료위치,CMPNY_NO,회사 명
67,시약정보,OPEN API,VALD_TERM,유효기간(YYYYMM),CITYMEDI_NM_CD,시약 명
68,시험항목코드,OPEN API,keyid,인증키,L_KOR_NM,대분류한글명
68,시험항목코드,OPEN API,serviceId,서비스명,L_ATTRB_CD,시험항목대분류코드
68,시험항목코드,OPEN API,dataType,요청파일 타입,TESTITM_LCLAS_CD,시험항목대분류시퀀스
68,시험항목코드,OPEN API,startidx,요청시작위치,TESTITM_NM,시험항목명
68,시험항목코드,OPEN API,endIdx,요청종료위치,NCKNM,이명
68,시험항목코드,OPEN API,LAST_UPDT_DTM,최종수정일(YYYYMMDD),ABRV,약어
68,시험항목코드,OPEN API,,,ENG_NM,영문명
68,시험항목코드,OPEN API,,,KOR_NM,한글명
68,시험항목코드,OPEN API,,,LAST_UPDT_DTM,최종수정일시
68,시험항목코드,OPEN API,,,USE_YN,사용여부
68,시험항목코드,OPEN API,,,REMN_MTTR_DFN,잔류물질정의
68,시험항목코드,OPEN API,,,M_KOR_NM,중분류한글명
68,시험항목코드,OPEN API,,,M_ATTRB_CD,시험항목중분류코드
68,시험항목코드,OPEN API,,,TESTITM_MLSFC_CD,시험항목중분류시퀀스
68,시험항목코드,OPEN API,,,TESTITM_CD,시험항목코드
69,식용란선별포장업 인허가 대장,OPEN API,keyid,인증키,INSTT_NM,기관명
69,식용란선별포장업 인허가 대장,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
69,식용란선별포장업 인허가 대장,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
69,식용란선별포장업 인허가 대장,OPEN API,startidx,요청시작위치,INDUTY_NM,업종
69,식용란선별포장업 인허가 대장,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
69,식용란선별포장업 인허가 대장,OPEN API,CHNG_DT, 변경일자(YYYYMMDD),BSSH_NM,업소명
69,식용란선별포장업 인허가 대장,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가번호
69,식용란선별포장업 인허가 대장,OPEN API,BSSH_NM,업소명,,
70,식육즉석판매가공업 인허가 대장,OPEN API,keyid,인증키,INSTT_NM,기관명
70,식육즉석판매가공업 인허가 대장,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
70,식육즉석판매가공업 인허가 대장,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
70,식육즉석판매가공업 인허가 대장,OPEN API,startidx,요청시작위치,INDUTY_NM,업종
70,식육즉석판매가공업 인허가 대장,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
70,식육즉석판매가공업 인허가 대장,OPEN API,CHNG_DT, 변경일자(YYYYMMDD),BSSH_NM,업소명
70,식육즉석판매가공업 인허가 대장,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가번호
70,식육즉석판매가공업 인허가 대장,OPEN API,BSSH_NM,업소명,,
71,식육즉석판매가공업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
71,식육즉석판매가공업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
71,식육즉석판매가공업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
71,식육즉석판매가공업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
71,식육즉석판매가공업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
71,식육즉석판매가공업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
71,식육즉석판매가공업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
71,식육즉석판매가공업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
71,식육즉석판매가공업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
72,식중독 원인물질별 현황,OPEN API,keyid,인증키,PATNT_CNT,환자수
72,식중독 원인물질별 현황,OPEN API,serviceId,서비스명,OCCRNC_CNT,발생건수
72,식중독 원인물질별 현황,OPEN API,dataType,요청파일 타입,OCCRNC_VIRS,발생물질
72,식중독 원인물질별 현황,OPEN API,startidx,요청시작위치,OCCRNC_MM,발생월
72,식중독 원인물질별 현황,OPEN API,endIdx,요청종료위치,OCCRNC_YEAR,발생년
72,식중독 원인물질별 현황,OPEN API,OCCRNC_YEAR,발생년(YYYY),PATNT_CNT,환자수
72,식중독 원인물질별 현황,OPEN API,OCCRNC_MM,발생월(MM),OCCRNC_CNT,발생건수
72,식중독 원인물질별 현황,OPEN API,OCCRNC_VIRS,발생물질,OCCRNC_PLC,발생장소
73,식중독 원인시설별 현황,OPEN API,keyid,인증키,OCCRNC_MM,발생월
73,식중독 원인시설별 현황,OPEN API,serviceId,서비스명,OCCRNC_YEAR,발생년
73,식중독 원인시설별 현황,OPEN API,dataType,요청파일 타입,,
73,식중독 원인시설별 현황,OPEN API,startidx,요청시작위치,,
73,식중독 원인시설별 현황,OPEN API,endIdx,요청종료위치,,
73,식중독 원인시설별 현황,OPEN API,OCCRNC_YEAR,발생년(YYYY),,
73,식중독 원인시설별 현황,OPEN API,OCCRNC_MM,발생월(MM),,
73,식중독 원인시설별 현황,OPEN API,OCCRNC_PLC,발생장소,,
74,식중독 지역별 현황,OPEN API,keyid,인증키,PATNT_CNT,환자수
74,식중독 지역별 현황,OPEN API,serviceId,서비스명,OCCRNC_CNT,발생건수
74,식중독 지역별 현황,OPEN API,dataType,요청파일 타입,OCCRNC_AREA,발생지역
74,식중독 지역별 현황,OPEN API,startidx,요청시작위치,OCCRNC_MM,발생월
74,식중독 지역별 현황,OPEN API,endIdx,요청종료위치,OCCRNC_YEAR,발생년
74,식중독 지역별 현황,OPEN API,OCCRNC_YEAR,발생년(YYYY),,
74,식중독 지역별 현황,OPEN API,OCCRNC_MM,발생월(MM),,
74,식중독 지역별 현황,OPEN API,OCCRNC_AREA,발생지역,,
75,식품(첨가물)품목제조보고,OPEN API,keyid,인증키,CHILD_CRTFC_YN,어린이기호식품품질인증여부
75,식품(첨가물)품목제조보고,OPEN API,serviceId,서비스명,HIENG_LNTRT_DVS_NM,고열량저영양식품여부
75,식품(첨가물)품목제조보고,OPEN API,dataType,요청파일 타입,PRODUCTION,생산종료여부
75,식품(첨가물)품목제조보고,OPEN API,startidx,요청시작위치,PRDLST_DCNM,품목유형명
75,식품(첨가물)품목제조보고,OPEN API,endIdx,요청종료위치,PRDLST_NM,제품명
75,식품(첨가물)품목제조보고,OPEN API,CHNG_DT,변경일자(YYYYMMDD),PRMS_DT,허가일자
75,식품(첨가물)품목제조보고,OPEN API,PRDLST_REPORT_NO,품목제조번호,PRDLST_REPORT_NO,품목제조번호
75,식품(첨가물)품목제조보고,OPEN API,BSSH_NM,업소명,BSSH_NM,업소명
75,식품(첨가물)품목제조보고,OPEN API,PRDLST_NM,제품명,FRMLC_MTRQLT,포장재질
75,식품(첨가물)품목제조보고,OPEN API,LCNS_NO,인허가번호,DISPOS,제품형태
75,식품(첨가물)품목제조보고,OPEN API,PRMS_DT,보고일자,PRPOS,용도
75,식품(첨가물)품목제조보고,OPEN API,PRDLST_DCNM,품목유형명,USAGE,용법
75,식품(첨가물)품목제조보고,OPEN API,,,QLITY_MNTNC_TMLMT_DAYCNT,품질유지기한일수
75,식품(첨가물)품목제조보고,OPEN API,,,INDUTY_CD_NM,업종
75,식품(첨가물)품목제조보고,OPEN API,,,LAST_UPDT_DTM,최종수정일자
75,식품(첨가물)품목제조보고,OPEN API,,,POG_DAYCNT,소비기한
75,식품(첨가물)품목제조보고,OPEN API,,,LCNS_NO,인허가번호
76,식품(첨가물)품목제조보고(원재료),OPEN API,keyid,인증키,CHNG_DT,변경일자(YYYYMMDD)
76,식품(첨가물)품목제조보고(원재료),OPEN API,serviceId,서비스명,RAWMTRL_NM,원재료명
76,식품(첨가물)품목제조보고(원재료),OPEN API,dataType,요청파일 타입,PRDLST_DCNM,품목유형명
76,식품(첨가물)품목제조보고(원재료),OPEN API,startidx,요청시작위치,PRDLST_NM,품목명
76,식품(첨가물)품목제조보고(원재료),OPEN API,endIdx,요청종료위치,PRMS_DT,보고일자
76,식품(첨가물)품목제조보고(원재료),OPEN API,CHNG_DT,변경일자(YYYYMMDD),PRDLST_REPORT_NO,품목제조번호
76,식품(첨가물)품목제조보고(원재료),OPEN API,PRDLST_REPORT_NO,품목제조번호,BSSH_NM,업소명
76,식품(첨가물)품목제조보고(원재료),OPEN API,PRDLST_NM,품목명,LCNS_NO,인허가번호
76,식품(첨가물)품목제조보고(원재료),OPEN API,BSSH_NM,업소명,,
76,식품(첨가물)품목제조보고(원재료),OPEN API,LCNS_NO,인허가번호,,
76,식품(첨가물)품목제조보고(원재료),OPEN API,RAWMTRL_NM,원재료명,,
76,식품(첨가물)품목제조보고(원재료),OPEN API,PRMS_DT,보고일자,,
76,식품(첨가물)품목제조보고(원재료),OPEN API,PRDLST_DCNM,품목유형명,,
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,keyid,인증키,PRDCTN_QY,생산량(KG/옹기류:개)
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,serviceId,서비스명,FYER_PRDCTN_ABRT_QY,연간생산능력(KG/옹기류:개)
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,dataType,요청파일 타입,PRDLST_NM,품목명
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,startidx,요청시작위치,H_ITEM_NM,품목유형
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,endIdx,요청종료위치,PRDLST_REPORT_NO,품목제조보고번호
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,EVL_YR,생산실적보고년도(YYYY)(필수),EVL_YR,보고년도
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,LCNS_NO,인허가번호,SITE_ADDR,주소
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,BSSH_NM,업소명,BSSH_NM,업소명
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,PRDLST_NM,제품명,LCNS_NO,인허가번호
77,식품.식품첨가물 생산실적 보고 현황,OPEN API,PRDLST_CD_NM,품목유형,,
78,식품검사기관별 시험항목정보조회,OPEN API,keyid,인증키,RM,비고
78,식품검사기관별 시험항목정보조회,OPEN API,serviceId,서비스명,TESTITM_NM,시험항목명
78,식품검사기관별 시험항목정보조회,OPEN API,dataType,요청파일 타입,TESTITM_MLSFC_NM,중분류
78,식품검사기관별 시험항목정보조회,OPEN API,startidx,요청시작위치,TESTITM_LCLAS_NM,대분류
78,식품검사기관별 시험항목정보조회,OPEN API,endIdx,요청종료위치,MSK_TELNO,전화번호
78,식품검사기관별 시험항목정보조회,OPEN API,CMPTNC_INSTT_NM,관할기관,ADDR,소재지
78,식품검사기관별 시험항목정보조회,OPEN API,INSTT_NM,검사기관,INSTT_NM,검사기관
78,식품검사기관별 시험항목정보조회,OPEN API,TESTITM_NM,시험항목명,CMPTNC_INSTT_NM,관할기관
78,식품검사기관별 시험항목정보조회,OPEN API,CHNG_DT,변경일자(YYYYMMDD),CHNG_DT,변경일자(YYYYMMDD)
78,식품검사기관별 시험항목정보조회,OPEN API,,,REALM_NM,분야
79,식품공전,OPEN API,keyid,인증키,JDGMNT_FNPRT_CD_NM,판정형식
79,식품공전,OPEN API,serviceId,서비스명,SPEC_VAL_SUMUP,규격값요약
79,식품공전,OPEN API,dataType,요청파일 타입,VALD_END_DT,유효종료일자
79,식품공전,OPEN API,startidx,요청시작위치,VALD_BEGN_DT,유효개시일자
79,식품공전,OPEN API,endIdx,요청종료위치,SPEC_VAL,기준규격값
79,식품공전,OPEN API,LAST_UPDT_DTM,최종수정일(YYYYMMDD),PIAM_KOR_NM,품목항목속성
79,식품공전,OPEN API,PRDLST_NM,품목명,FNPRT_ITM_NM,세부항목
79,식품공전,OPEN API,,,T_KOR_NM,시험항목
79,식품공전,OPEN API,,,UNIT_NM,단위명
79,식품공전,OPEN API,,,INJRY_YN,위해여부
79,식품공전,OPEN API,,,CHOIC_IMPROPT_FNPRT_CD_NM,부적합
79,식품공전,OPEN API,,,CHOIC_FIT_FNPRT_CD_NM,세부적합
79,식품공전,OPEN API,,,MIMM_VAL_FNPRT_CD_NM,이상/초과
79,식품공전,OPEN API,,,MIMM_VAL,최소값
79,식품공전,OPEN API,,,MXMM_VAL_FNPRT_CD_NM,이하/미만
79,식품공전,OPEN API,,,MXMM_VAL,최대값
79,식품공전,OPEN API,,,PRDLST_NM,품목명
80,식품냉동.냉장업 인허가 대장,OPEN API,keyid,인증키,INSTT_NM,기관명
80,식품냉동.냉장업 인허가 대장,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
80,식품냉동.냉장업 인허가 대장,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
80,식품냉동.냉장업 인허가 대장,OPEN API,startidx,요청시작위치,INDUTY_NM,업종
80,식품냉동.냉장업 인허가 대장,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
80,식품냉동.냉장업 인허가 대장,OPEN API,CHNG_DT, 변경일자(YYYYMMDD),BSSH_NM,업소명
80,식품냉동.냉장업 인허가 대장,OPEN API,BSSH_NM,업소명,LCNS_NO,인허가번호
80,식품냉동.냉장업 인허가 대장,OPEN API,LNCS_NO,인허가번호,,
81,식품등 표시기준,OPEN API,keyid,인증키,,
81,식품등 표시기준,OPEN API,serviceId,서비스명,,
81,식품등 표시기준,OPEN API,dataType,요청파일 타입,,
81,식품등 표시기준,OPEN API,startidx,요청시작위치,,
81,식품등 표시기준,OPEN API,endIdx,요청종료위치,,
82,식품등수입판매업정보,OPEN API,keyid,인증키,TELNO,전화번호
82,식품등수입판매업정보,OPEN API,serviceId,서비스명,PRMS_DT,허가일자
82,식품등수입판매업정보,OPEN API,dataType,요청파일 타입,INDUTY_NM,업종
82,식품등수입판매업정보,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자명
82,식품등수입판매업정보,OPEN API,endIdx,요청종료위치,BSSH_NM,업소명
82,식품등수입판매업정보,OPEN API,CHNG_DT,변경일자,INSTT_NM,기관명
82,식품등수입판매업정보,OPEN API,LCNS_NO,인허가번호,LOCP_ADDR,주소
82,식품등수입판매업정보,OPEN API,BSSH_NM,업소명,LCNS_NO,인허가 번호
83,식품모범음식점,OPEN API,keyid,인증키,APPN_DT,지정일자
83,식품모범음식점,OPEN API,serviceId,서비스명,PNCPL_FOOD_NM,주된 음식명
83,식품모범음식점,OPEN API,dataType,요청파일 타입,APLC_DT,신청일자
83,식품모범음식점,OPEN API,startidx,요청시작위치,YEAR,인허가연도
83,식품모범음식점,OPEN API,endIdx,요청종료위치,SIGNGU_NM,시군구
83,식품모범음식점,OPEN API,CHNG_DT,변경일자,BSSH_NM,업소명
83,식품모범음식점,OPEN API,,,OPERT_DT,작업일
83,식품모범음식점,OPEN API,,,LCNS_NO,인허가번호
84,식품별 농약잔류허용기준,OPEN API,keyid,인증키,OPERTN_CITYPOINT,시행시점
84,식품별 농약잔류허용기준,OPEN API,serviceId,서비스명,SCLAS_NM,소분류
84,식품별 농약잔류허용기준,OPEN API,dataType,요청파일 타입,MLSFC_NM,중분류
84,식품별 농약잔류허용기준,OPEN API,startidx,요청시작위치,LCLAS_NM,대분류
84,식품별 농약잔류허용기준,OPEN API,endIdx,요청종료위치,TMPR_STDR_APPLC_YN,잠정기준적용여부
84,식품별 농약잔류허용기준,OPEN API,,,DEDE_NTK_QTY,일일섭취량
84,식품별 농약잔류허용기준,OPEN API,,,AGCHM_KOR_NM,농약명
84,식품별 농약잔류허용기준,OPEN API,,,FOOD_ENG_NM,식품영문명
84,식품별 농약잔류허용기준,OPEN API,,,DSUSE_YN,폐기 여부
84,식품별 농약잔류허용기준,OPEN API,,,ETC_YN,기타여부
84,식품별 농약잔류허용기준,OPEN API,,,MRL_VAL,MRL 값
84,식품별 농약잔류허용기준,OPEN API,,,STEP,단계
84,식품별 농약잔류허용기준,OPEN API,,,FOOD_KOR_NM,식품한글명
85,식품별 유해오염물질 검출량,OPEN API,keyid,인증키,COL_E_RESULT,총 아플라톡신
85,식품별 유해오염물질 검출량,OPEN API,serviceId,서비스명,COL_D_RESULT,3-MCPD
85,식품별 유해오염물질 검출량,OPEN API,dataType,요청파일 타입,COL_C_RESULT,벤조피렌
85,식품별 유해오염물질 검출량,OPEN API,startidx,요청시작위치,COL_B_RESULT,PCBs
